date,column,year,original,clipped,lower,upper
2024-07-10,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-11,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-12,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-13,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-14,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-15,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-16,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-17,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-18,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-19,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-20,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-21,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-22,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-23,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-24,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-25,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-26,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-27,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-28,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-29,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-30,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-07-31,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-01,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-02,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-03,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-04,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-05,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-06,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-07,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-08,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-09,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-10,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-11,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-12,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-13,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-14,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-15,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-16,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-17,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-18,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-19,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-20,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-21,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-22,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-23,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-24,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-25,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-26,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-27,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-28,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-29,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-30,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-08-31,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-01,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-02,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-03,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-04,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-05,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-06,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-07,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-08,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-09,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-10,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-11,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-12,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-13,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-14,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-15,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-16,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-17,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-18,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-19,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-20,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-21,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-22,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-23,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-24,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-25,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-26,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-27,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-28,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-29,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-09-30,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-01,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-02,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-03,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-04,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-05,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-06,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-07,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-08,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-09,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-10,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-11,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-12,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-13,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-14,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-15,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-16,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-17,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-18,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-19,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-20,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-21,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-22,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-23,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-24,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-25,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-26,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-27,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-28,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-29,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-30,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-10-31,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-01,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-02,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-03,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-04,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-05,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-06,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-07,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-08,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-09,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-10,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-11,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-12,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-13,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-14,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-15,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-16,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-17,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-18,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-19,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-20,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-21,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-22,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-23,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-24,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-25,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-26,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-27,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-28,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-29,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-11-30,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2024-12-01,beras_sulsel_cons,2024,,,11908.743169398906,14693.44262295082
2023-08-24,beras_sumut_cons,2023,15800.0,15600.0,10350.0,15600.0
2024-11-20,beras_sumut_cons,2024,13250.0,13512.499999999996,13512.499999999996,14416.666666666672
2022-06-28,bawang_dki_cons,2022,68350.0,67700.0,14733.333333333343,67700.0
2022-06-29,bawang_dki_cons,2022,75000.0,67700.0,14733.333333333343,67700.0
2022-06-30,bawang_dki_cons,2022,75000.0,67700.0,14733.333333333343,67700.0
2022-07-01,bawang_dki_cons,2022,75000.0,67700.0,14733.333333333343,67700.0
2022-07-02,bawang_dki_cons,2022,77216.66666666667,67700.0,14733.333333333343,67700.0
2022-07-03,bawang_dki_cons,2022,79433.33333333333,67700.0,14733.333333333343,67700.0
2022-07-04,bawang_dki_cons,2022,81650.0,67700.0,14733.333333333343,67700.0
2022-07-05,bawang_dki_cons,2022,81650.0,67700.0,14733.333333333343,67700.0
2022-07-06,bawang_dki_cons,2022,80850.0,67700.0,14733.333333333343,67700.0
2022-07-07,bawang_dki_cons,2022,77150.0,67700.0,14733.333333333343,67700.0
2022-07-08,bawang_dki_cons,2022,80850.0,67700.0,14733.333333333343,67700.0
2022-07-09,bawang_dki_cons,2022,79450.0,67700.0,14733.333333333343,67700.0
2022-07-10,bawang_dki_cons,2022,78050.0,67700.0,14733.333333333343,67700.0
2022-07-11,bawang_dki_cons,2022,76650.0,67700.0,14733.333333333343,67700.0
2022-07-12,bawang_dki_cons,2022,77200.0,67700.0,14733.333333333343,67700.0
2022-07-13,bawang_dki_cons,2022,75000.0,67700.0,14733.333333333343,67700.0
2022-07-14,bawang_dki_cons,2022,75000.0,67700.0,14733.333333333343,67700.0
2022-07-15,bawang_dki_cons,2022,73750.0,67700.0,14733.333333333343,67700.0
2022-07-16,bawang_dki_cons,2022,73616.66666666667,67700.0,14733.333333333343,67700.0
2022-07-17,bawang_dki_cons,2022,73483.33333333333,67700.0,14733.333333333343,67700.0
2022-07-18,bawang_dki_cons,2022,73350.0,67700.0,14733.333333333343,67700.0
2022-07-19,bawang_dki_cons,2022,70850.0,67700.0,14733.333333333343,67700.0
2022-07-20,bawang_dki_cons,2022,70850.0,67700.0,14733.333333333343,67700.0
2022-07-01,bawang_jabar_cons,2022,64650.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-02,bawang_jabar_cons,2022,65950.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-03,bawang_jabar_cons,2022,67250.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-04,bawang_jabar_cons,2022,68550.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-05,bawang_jabar_cons,2022,69650.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-06,bawang_jabar_cons,2022,70200.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-07,bawang_jabar_cons,2022,71100.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-08,bawang_jabar_cons,2022,71300.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-09,bawang_jabar_cons,2022,70933.33333333333,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-10,bawang_jabar_cons,2022,70566.66666666667,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-11,bawang_jabar_cons,2022,70200.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-12,bawang_jabar_cons,2022,69550.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-13,bawang_jabar_cons,2022,68700.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-14,bawang_jabar_cons,2022,66300.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-15,bawang_jabar_cons,2022,65200.0,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-16,bawang_jabar_cons,2022,63733.333333333336,62745.45454545456,9990.909090909081,62745.45454545456
2022-07-01,bawang_jateng_cons,2022,55950.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-02,bawang_jateng_cons,2022,57766.666666666664,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-03,bawang_jateng_cons,2022,59583.333333333336,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-04,bawang_jateng_cons,2022,61400.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-05,bawang_jateng_cons,2022,61800.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-06,bawang_jateng_cons,2022,66050.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-07,bawang_jateng_cons,2022,67700.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-08,bawang_jateng_cons,2022,68400.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-09,bawang_jateng_cons,2022,68600.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-10,bawang_jateng_cons,2022,68800.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-11,bawang_jateng_cons,2022,69000.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-12,bawang_jateng_cons,2022,68300.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-13,bawang_jateng_cons,2022,67200.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-14,bawang_jateng_cons,2022,65300.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-15,bawang_jateng_cons,2022,64100.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-16,bawang_jateng_cons,2022,63433.333333333336,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-17,bawang_jateng_cons,2022,62766.666666666664,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-18,bawang_jateng_cons,2022,62100.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-19,bawang_jateng_cons,2022,61450.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-07-20,bawang_jateng_cons,2022,58400.0,55868.18181818182,11736.363636363632,55868.18181818182
2022-06-20,bawang_jatim_cons,2022,51900.0,51250.0,13362.5,51250.0
2022-06-21,bawang_jatim_cons,2022,52100.0,51250.0,13362.5,51250.0
2022-06-22,bawang_jatim_cons,2022,52050.0,51250.0,13362.5,51250.0
2022-06-23,bawang_jatim_cons,2022,52350.0,51250.0,13362.5,51250.0
2022-06-24,bawang_jatim_cons,2022,52550.0,51250.0,13362.5,51250.0
2022-06-25,bawang_jatim_cons,2022,53316.666666666664,51250.0,13362.5,51250.0
2022-06-26,bawang_jatim_cons,2022,54083.333333333336,51250.0,13362.5,51250.0
2022-06-27,bawang_jatim_cons,2022,54850.0,51250.0,13362.5,51250.0
2022-06-28,bawang_jatim_cons,2022,55100.0,51250.0,13362.5,51250.0
2022-06-29,bawang_jatim_cons,2022,54600.0,51250.0,13362.5,51250.0
2022-06-30,bawang_jatim_cons,2022,54800.0,51250.0,13362.5,51250.0
2022-07-01,bawang_jatim_cons,2022,54650.0,51250.0,13362.5,51250.0
2022-07-02,bawang_jatim_cons,2022,56500.0,51250.0,13362.5,51250.0
2022-07-03,bawang_jatim_cons,2022,58350.0,51250.0,13362.5,51250.0
2022-07-04,bawang_jatim_cons,2022,60200.0,51250.0,13362.5,51250.0
2022-07-05,bawang_jatim_cons,2022,62450.0,51250.0,13362.5,51250.0
2022-07-06,bawang_jatim_cons,2022,63750.0,51250.0,13362.5,51250.0
2022-07-07,bawang_jatim_cons,2022,65250.0,51250.0,13362.5,51250.0
2022-07-08,bawang_jatim_cons,2022,68450.0,51250.0,13362.5,51250.0
2022-07-09,bawang_jatim_cons,2022,69150.0,51250.0,13362.5,51250.0
2022-07-10,bawang_jatim_cons,2022,69850.0,51250.0,13362.5,51250.0
2022-07-11,bawang_jatim_cons,2022,70550.0,51250.0,13362.5,51250.0
2022-07-12,bawang_jatim_cons,2022,71300.0,51250.0,13362.5,51250.0
2022-07-13,bawang_jatim_cons,2022,71250.0,51250.0,13362.5,51250.0
2022-07-14,bawang_jatim_cons,2022,69800.0,51250.0,13362.5,51250.0
2022-07-15,bawang_jatim_cons,2022,68900.0,51250.0,13362.5,51250.0
2022-07-16,bawang_jatim_cons,2022,66633.33333333333,51250.0,13362.5,51250.0
2022-07-17,bawang_jatim_cons,2022,64366.666666666664,51250.0,13362.5,51250.0
2022-07-18,bawang_jatim_cons,2022,62100.0,51250.0,13362.5,51250.0
2022-07-19,bawang_jatim_cons,2022,59250.0,51250.0,13362.5,51250.0
2022-07-20,bawang_jatim_cons,2022,57050.0,51250.0,13362.5,51250.0
2022-07-21,bawang_jatim_cons,2022,56100.0,51250.0,13362.5,51250.0
2022-07-22,bawang_jatim_cons,2022,52150.0,51250.0,13362.5,51250.0
2022-07-08,bawang_sulsel_cons,2022,61500.0,60875.0,7500.0,60875.0
2022-07-09,bawang_sulsel_cons,2022,61833.333333333336,60875.0,7500.0,60875.0
2022-07-10,bawang_sulsel_cons,2022,62166.666666666664,60875.0,7500.0,60875.0
2022-07-11,bawang_sulsel_cons,2022,62500.0,60875.0,7500.0,60875.0
2022-07-12,bawang_sulsel_cons,2022,62750.0,60875.0,7500.0,60875.0
2022-07-13,bawang_sulsel_cons,2022,62250.0,60875.0,7500.0,60875.0
2022-07-14,bawang_sulsel_cons,2022,62000.0,60875.0,7500.0,60875.0
2022-07-15,bawang_sulsel_cons,2022,61800.0,60875.0,7500.0,60875.0
2022-07-16,bawang_sulsel_cons,2022,61833.333333333336,60875.0,7500.0,60875.0
2022-07-17,bawang_sulsel_cons,2022,61866.666666666664,60875.0,7500.0,60875.0
2022-07-18,bawang_sulsel_cons,2022,61900.0,60875.0,7500.0,60875.0
2022-07-19,bawang_sulsel_cons,2022,63300.0,60875.0,7500.0,60875.0
2022-07-20,bawang_sulsel_cons,2022,63150.0,60875.0,7500.0,60875.0
2022-07-21,bawang_sulsel_cons,2022,62250.0,60875.0,7500.0,60875.0
2022-07-22,bawang_sulsel_cons,2022,61750.0,60875.0,7500.0,60875.0
2022-07-23,bawang_sulsel_cons,2022,61500.0,60875.0,7500.0,60875.0
2022-07-24,bawang_sulsel_cons,2022,61250.0,60875.0,7500.0,60875.0
2022-07-25,bawang_sulsel_cons,2022,61000.0,60875.0,7500.0,60875.0
2022-07-26,bawang_sulsel_cons,2022,61000.0,60875.0,7500.0,60875.0
2024-02-03,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-04,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-05,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-06,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-07,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-08,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-09,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-10,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-11,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-12,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-13,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-14,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-15,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-16,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-17,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-18,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-19,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-20,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-21,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-22,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-23,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-24,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-25,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-26,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-27,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-28,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-02-29,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-01,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-02,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-03,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-04,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-05,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-06,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-07,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-08,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-09,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-10,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-11,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-12,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-13,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-14,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-15,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-16,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-17,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-18,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-19,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-20,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-21,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-22,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-23,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-24,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-25,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-26,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-27,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-28,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-29,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-30,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-03-31,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-01,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-02,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-03,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-04,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-05,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-06,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-07,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-08,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-09,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-10,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-11,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-12,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-13,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-14,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-15,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-16,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-17,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-18,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-19,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-20,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-21,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-22,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
2024-04-23,bawang_sulsel_cons,2024,,,37762.02185792351,41590.98360655737
